Image_Name,Landmark,X,Y
crunch,NOSE,0.6166621446609497,0.5491746068000793
crunch,LEFT_EYE_INNER,0.6229376196861267,0.5539622902870178
crunch,LEFT_EYE,0.6231524348258972,0.5560150742530823
crunch,LEFT_EYE_OUTER,0.6233656406402588,0.5579996705055237
crunch,RIGHT_EYE_INNER,0.6233872175216675,0.5522717833518982
crunch,RIGHT_EYE,0.6239614486694336,0.5532680153846741
crunch,RIGHT_EYE_OUTER,0.6245763897895813,0.5544858574867249
crunch,LEFT_EAR,0.623313307762146,0.5790758728981018
crunch,RIGHT_EAR,0.625410795211792,0.5749977827072144
crunch,MOUTH_LEFT,0.6113163232803345,0.5608364343643188
crunch,MOUTH_RIGHT,0.6116437911987305,0.5588383674621582
crunch,LEFT_SHOULDER,0.5813887715339661,0.6121435165405273
crunch,RIGHT_SHOULDER,0.6051614880561829,0.6008467674255371
crunch,LEFT_ELBOW,0.5701550841331482,0.5921977162361145
crunch,RIGHT_ELBOW,0.6232608556747437,0.5898794531822205
crunch,LEFT_WRIST,0.6218293905258179,0.6185105443000793
crunch,RIGHT_WRIST,0.6522179841995239,0.5868403911590576
crunch,LEFT_PINKY,0.6318711042404175,0.6225863695144653
crunch,RIGHT_PINKY,0.655408501625061,0.599053680896759
crunch,LEFT_INDEX,0.630129873752594,0.6291341185569763
crunch,RIGHT_INDEX,0.6519079208374023,0.5948382019996643
crunch,LEFT_THUMB,0.6257067322731018,0.6284500956535339
crunch,RIGHT_THUMB,0.6496070027351379,0.5930608510971069
crunch,LEFT_HIP,0.4912968575954437,0.560357928276062
crunch,RIGHT_HIP,0.5086227655410767,0.5358033776283264
crunch,LEFT_KNEE,0.45116332173347473,0.4233052432537079
crunch,RIGHT_KNEE,0.4837421774864197,0.4170492887496948
crunch,LEFT_ANKLE,0.4201752841472626,0.5596263408660889
crunch,RIGHT_ANKLE,0.47281548380851746,0.542827844619751
crunch,LEFT_HEEL,0.4233883321285248,0.5880646705627441
crunch,RIGHT_HEEL,0.4847373068332672,0.5812698602676392
crunch,LEFT_FOOT_INDEX,0.3918277621269226,0.5593651533126831
crunch,RIGHT_FOOT_INDEX,0.4483506381511688,0.5572991371154785
crunch,NOSE,0.5923550724983215,0.5207805037498474
crunch,LEFT_EYE_INNER,0.5975633263587952,0.5183370113372803
crunch,LEFT_EYE,0.5979352593421936,0.5189529061317444
crunch,LEFT_EYE_OUTER,0.5983151197433472,0.5193970203399658
crunch,RIGHT_EYE_INNER,0.5983403325080872,0.517970085144043
crunch,RIGHT_EYE,0.5993291139602661,0.5184280872344971
crunch,RIGHT_EYE_OUTER,0.6002723574638367,0.5188818573951721
crunch,LEFT_EAR,0.601848840713501,0.5295996069908142
crunch,RIGHT_EAR,0.6052595376968384,0.5301318168640137
crunch,MOUTH_LEFT,0.5894572734832764,0.5305978655815125
crunch,MOUTH_RIGHT,0.589914083480835,0.5310172438621521
crunch,LEFT_SHOULDER,0.5850309133529663,0.592239499092102
crunch,RIGHT_SHOULDER,0.6098178029060364,0.5902283191680908
crunch,LEFT_ELBOW,0.5770058035850525,0.5113279223442078
crunch,RIGHT_ELBOW,0.6163008213043213,0.5350526571273804
crunch,LEFT_WRIST,0.6228741407394409,0.5696938633918762
crunch,RIGHT_WRIST,0.6349977254867554,0.5574206113815308
crunch,LEFT_PINKY,0.6329308152198792,0.5693727135658264
crunch,RIGHT_PINKY,0.6417240500450134,0.5655530691146851
crunch,LEFT_INDEX,0.6301715970039368,0.5781023502349854
crunch,RIGHT_INDEX,0.6402857303619385,0.5700350403785706
crunch,LEFT_THUMB,0.6268414258956909,0.5796229243278503
crunch,RIGHT_THUMB,0.6355400681495667,0.5688578486442566
crunch,LEFT_HIP,0.4948005676269531,0.5726336240768433
crunch,RIGHT_HIP,0.5151968002319336,0.5385183691978455
crunch,LEFT_KNEE,0.4425082504749298,0.43161332607269287
crunch,RIGHT_KNEE,0.48385417461395264,0.41366854310035706
crunch,LEFT_ANKLE,0.41902148723602295,0.55903160572052
crunch,RIGHT_ANKLE,0.46890440583229065,0.5468332767486572
crunch,LEFT_HEEL,0.4240931570529938,0.5887884497642517
crunch,RIGHT_HEEL,0.47833892703056335,0.5684639811515808
crunch,LEFT_FOOT_INDEX,0.3901756703853607,0.5640487670898438
crunch,RIGHT_FOOT_INDEX,0.4468010663986206,0.5564542412757874
crunch,NOSE,0.6216901540756226,0.5569959878921509
crunch,LEFT_EYE_INNER,0.6287933588027954,0.5629413723945618
crunch,LEFT_EYE,0.6290750503540039,0.5640162229537964
crunch,LEFT_EYE_OUTER,0.629270613193512,0.5656382441520691
crunch,RIGHT_EYE_INNER,0.6287692189216614,0.5627399682998657
crunch,RIGHT_EYE,0.6290915012359619,0.5639024376869202
crunch,RIGHT_EYE_OUTER,0.6293936371803284,0.564960777759552
crunch,LEFT_EAR,0.6270406246185303,0.5786176919937134
crunch,RIGHT_EAR,0.6282243132591248,0.5780479311943054
crunch,MOUTH_LEFT,0.6148679256439209,0.5653369426727295
crunch,MOUTH_RIGHT,0.6149085760116577,0.5642105340957642
crunch,LEFT_SHOULDER,0.5876109004020691,0.5957102179527283
crunch,RIGHT_SHOULDER,0.6010292172431946,0.5873456597328186
crunch,LEFT_ELBOW,0.5836400985717773,0.5892070531845093
crunch,RIGHT_ELBOW,0.6123790144920349,0.6023191809654236
crunch,LEFT_WRIST,0.6201313734054565,0.611145555973053
crunch,RIGHT_WRIST,0.6400304436683655,0.6151718497276306
crunch,LEFT_PINKY,0.6283733248710632,0.6254333853721619
crunch,RIGHT_PINKY,0.6438364386558533,0.6160663366317749
crunch,LEFT_INDEX,0.6297624111175537,0.6284929513931274
crunch,RIGHT_INDEX,0.643006443977356,0.6123802661895752
crunch,LEFT_THUMB,0.6253318786621094,0.6280016899108887
crunch,RIGHT_THUMB,0.639137864112854,0.6116470694541931
crunch,LEFT_HIP,0.4865671992301941,0.5595302581787109
crunch,RIGHT_HIP,0.5044846534729004,0.5332990884780884
crunch,LEFT_KNEE,0.4440525472164154,0.43122154474258423
crunch,RIGHT_KNEE,0.4811173975467682,0.42031925916671753
crunch,LEFT_ANKLE,0.412847638130188,0.5537638068199158
crunch,RIGHT_ANKLE,0.46897441148757935,0.5421210527420044
crunch,LEFT_HEEL,0.4170975089073181,0.5773487687110901
crunch,RIGHT_HEEL,0.47110190987586975,0.5622696280479431
crunch,LEFT_FOOT_INDEX,0.3858030140399933,0.5505205392837524
crunch,RIGHT_FOOT_INDEX,0.4459511339664459,0.5578121542930603
crunch,NOSE,0.6160261631011963,0.5575116872787476
crunch,LEFT_EYE_INNER,0.623042106628418,0.5609908699989319
crunch,LEFT_EYE,0.6233999133110046,0.5621650815010071
crunch,LEFT_EYE_OUTER,0.6237193942070007,0.5632758736610413
crunch,RIGHT_EYE_INNER,0.6232432126998901,0.5605538487434387
crunch,RIGHT_EYE,0.6237916946411133,0.5617203712463379
crunch,RIGHT_EYE_OUTER,0.6243530511856079,0.5628749132156372
crunch,LEFT_EAR,0.6236088275909424,0.5775354504585266
crunch,RIGHT_EAR,0.6247422695159912,0.5784412622451782
crunch,MOUTH_LEFT,0.6096265912055969,0.565167248249054
crunch,MOUTH_RIGHT,0.6099501848220825,0.5641654133796692
crunch,LEFT_SHOULDER,0.5842214226722717,0.5977005958557129
crunch,RIGHT_SHOULDER,0.6009663939476013,0.5885784029960632
crunch,LEFT_ELBOW,0.5803677439689636,0.5900164842605591
crunch,RIGHT_ELBOW,0.6145831942558289,0.6025184392929077
crunch,LEFT_WRIST,0.6174740195274353,0.618380606174469
crunch,RIGHT_WRIST,0.638777494430542,0.6222289800643921
crunch,LEFT_PINKY,0.628020703792572,0.6231598258018494
crunch,RIGHT_PINKY,0.6429972052574158,0.6222606897354126
crunch,LEFT_INDEX,0.6255930662155151,0.6306772232055664
crunch,RIGHT_INDEX,0.6426786780357361,0.6177046895027161
crunch,LEFT_THUMB,0.6226503252983093,0.6259104013442993
crunch,RIGHT_THUMB,0.6390310525894165,0.6167268753051758
crunch,LEFT_HIP,0.4873981773853302,0.5589854717254639
crunch,RIGHT_HIP,0.5056820511817932,0.5330389142036438
crunch,LEFT_KNEE,0.442199170589447,0.43013447523117065
crunch,RIGHT_KNEE,0.48180291056632996,0.420499324798584
crunch,LEFT_ANKLE,0.41265007853507996,0.5526087284088135
crunch,RIGHT_ANKLE,0.46749207377433777,0.5406104922294617
crunch,LEFT_HEEL,0.41600215435028076,0.5799207091331482
crunch,RIGHT_HEEL,0.46973520517349243,0.5616166591644287
crunch,LEFT_FOOT_INDEX,0.38331347703933716,0.5473178625106812
crunch,RIGHT_FOOT_INDEX,0.43927156925201416,0.5516974329948425
crunch,NOSE,0.6062648296356201,0.5382465124130249
crunch,LEFT_EYE_INNER,0.6115734577178955,0.5388578772544861
crunch,LEFT_EYE,0.6114785671234131,0.5404704809188843
crunch,LEFT_EYE_OUTER,0.611430287361145,0.5419551730155945
crunch,RIGHT_EYE_INNER,0.6128305196762085,0.537797749042511
crunch,RIGHT_EYE,0.6136232018470764,0.5386410355567932
crunch,RIGHT_EYE_OUTER,0.6145007014274597,0.5395828485488892
crunch,LEFT_EAR,0.6127265691757202,0.557968258857727
crunch,RIGHT_EAR,0.616942822933197,0.5540533661842346
crunch,MOUTH_LEFT,0.6009851098060608,0.547671377658844
crunch,MOUTH_RIGHT,0.6022717356681824,0.5465379953384399
crunch,LEFT_SHOULDER,0.5861456394195557,0.6101496815681458
crunch,RIGHT_SHOULDER,0.6114723086357117,0.6001718044281006
crunch,LEFT_ELBOW,0.588781476020813,0.5355069637298584
crunch,RIGHT_ELBOW,0.6322777271270752,0.5373591780662537
crunch,LEFT_WRIST,0.6331117153167725,0.590252161026001
crunch,RIGHT_WRIST,0.6536706686019897,0.5821470022201538
crunch,LEFT_PINKY,0.6459786295890808,0.5945512652397156
crunch,RIGHT_PINKY,0.6704984307289124,0.5929661989212036
crunch,LEFT_INDEX,0.6451333165168762,0.6003156304359436
crunch,RIGHT_INDEX,0.6676637530326843,0.5920124053955078
crunch,LEFT_THUMB,0.6386538743972778,0.6009579300880432
crunch,RIGHT_THUMB,0.6640216708183289,0.5915656685829163
crunch,LEFT_HIP,0.4930662214756012,0.5674634575843811
crunch,RIGHT_HIP,0.5152377486228943,0.5362420082092285
crunch,LEFT_KNEE,0.4435946047306061,0.4279382526874542
crunch,RIGHT_KNEE,0.4849404990673065,0.410835325717926
crunch,LEFT_ANKLE,0.41964784264564514,0.5581470727920532
crunch,RIGHT_ANKLE,0.47751256823539734,0.5356561541557312
crunch,LEFT_HEEL,0.42270487546920776,0.5892840623855591
crunch,RIGHT_HEEL,0.4833179712295532,0.5708454847335815
crunch,LEFT_FOOT_INDEX,0.3916075527667999,0.5629881620407104
crunch,RIGHT_FOOT_INDEX,0.4542451500892639,0.5516361594200134
crunch,NOSE,0.5566440224647522,0.4633581340312958
crunch,LEFT_EYE_INNER,0.562247633934021,0.45360106229782104
crunch,LEFT_EYE,0.5629686713218689,0.453838586807251
crunch,LEFT_EYE_OUTER,0.5646945238113403,0.45393112301826477
crunch,RIGHT_EYE_INNER,0.5626248121261597,0.453183650970459
crunch,RIGHT_EYE,0.5636324286460876,0.4532211720943451
crunch,RIGHT_EYE_OUTER,0.565418004989624,0.45328760147094727
crunch,LEFT_EAR,0.5721709728240967,0.4619333744049072
crunch,RIGHT_EAR,0.5718709826469421,0.4592949151992798
crunch,MOUTH_LEFT,0.55768221616745,0.47593021392822266
crunch,MOUTH_RIGHT,0.5587372183799744,0.4771665334701538
crunch,LEFT_SHOULDER,0.5704249739646912,0.5409103035926819
crunch,RIGHT_SHOULDER,0.5815504789352417,0.5104459524154663
crunch,LEFT_ELBOW,0.5378137826919556,0.5073533654212952
crunch,RIGHT_ELBOW,0.5427221655845642,0.4652891457080841
crunch,LEFT_WRIST,0.5723503232002258,0.4730284810066223
crunch,RIGHT_WRIST,0.5679996609687805,0.46183446049690247
crunch,LEFT_PINKY,0.5823044180870056,0.4680757522583008
crunch,RIGHT_PINKY,0.5821594595909119,0.4586249887943268
crunch,LEFT_INDEX,0.5833668112754822,0.4750670790672302
crunch,RIGHT_INDEX,0.5848575830459595,0.46299561858177185
crunch,LEFT_THUMB,0.5803778767585754,0.48092347383499146
crunch,RIGHT_THUMB,0.5780013203620911,0.4657585620880127
crunch,LEFT_HIP,0.4846898317337036,0.5698755383491516
crunch,RIGHT_HIP,0.5010376572608948,0.5339542627334595
crunch,LEFT_KNEE,0.439844012260437,0.4353914260864258
crunch,RIGHT_KNEE,0.4752298891544342,0.41701140999794006
crunch,LEFT_ANKLE,0.4185177981853485,0.5543953776359558
crunch,RIGHT_ANKLE,0.4621235728263855,0.5266175270080566
crunch,LEFT_HEEL,0.4238010346889496,0.5789327621459961
crunch,RIGHT_HEEL,0.46922916173934937,0.5422219038009644
crunch,LEFT_FOOT_INDEX,0.3885260224342346,0.5636907815933228
crunch,RIGHT_FOOT_INDEX,0.4477112889289856,0.5519317984580994
crunch,NOSE,0.6152516007423401,0.5503337383270264
crunch,LEFT_EYE_INNER,0.6216771006584167,0.5539632439613342
crunch,LEFT_EYE,0.6221203207969666,0.5559284687042236
crunch,LEFT_EYE_OUTER,0.6225135326385498,0.5578212738037109
crunch,RIGHT_EYE_INNER,0.6218392252922058,0.5527663826942444
crunch,RIGHT_EYE,0.6224878430366516,0.5541008710861206
crunch,RIGHT_EYE_OUTER,0.6231698393821716,0.5557045340538025
crunch,LEFT_EAR,0.6236754655838013,0.57805335521698
crunch,RIGHT_EAR,0.6251378655433655,0.5759419202804565
crunch,MOUTH_LEFT,0.6108143925666809,0.5625048279762268
crunch,MOUTH_RIGHT,0.6107462048530579,0.5614309310913086
crunch,LEFT_SHOULDER,0.5865934491157532,0.6081991791725159
crunch,RIGHT_SHOULDER,0.6058889627456665,0.600310742855072
crunch,LEFT_ELBOW,0.5726932883262634,0.5974026322364807
crunch,RIGHT_ELBOW,0.6171848773956299,0.5949383974075317
crunch,LEFT_WRIST,0.6232306361198425,0.6174473166465759
crunch,RIGHT_WRIST,0.6519626379013062,0.5858216881752014
crunch,LEFT_PINKY,0.6295652389526367,0.6177507638931274
crunch,RIGHT_PINKY,0.6557099223136902,0.5939764380455017
crunch,LEFT_INDEX,0.6320750117301941,0.6234896183013916
crunch,RIGHT_INDEX,0.6542358994483948,0.5878569483757019
crunch,LEFT_THUMB,0.6273779273033142,0.6233881711959839
crunch,RIGHT_THUMB,0.6495760083198547,0.5860399603843689
crunch,LEFT_HIP,0.4918895959854126,0.5607700943946838
crunch,RIGHT_HIP,0.5093346238136292,0.5362728238105774
crunch,LEFT_KNEE,0.44980761408805847,0.4238417446613312
crunch,RIGHT_KNEE,0.48299771547317505,0.41527068614959717
crunch,LEFT_ANKLE,0.4209291338920593,0.5586289763450623
crunch,RIGHT_ANKLE,0.475901335477829,0.56215900182724
crunch,LEFT_HEEL,0.424164354801178,0.5868651866912842
crunch,RIGHT_HEEL,0.48637107014656067,0.5835420489311218
crunch,LEFT_FOOT_INDEX,0.3912084996700287,0.5609103441238403
crunch,RIGHT_FOOT_INDEX,0.44746044278144836,0.5568885803222656
crunch,NOSE,0.5964370965957642,0.5296719074249268
crunch,LEFT_EYE_INNER,0.6044628024101257,0.5274081826210022
crunch,LEFT_EYE,0.6049299836158752,0.5289912223815918
crunch,LEFT_EYE_OUTER,0.605286717414856,0.5308012366294861
