label,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
bicep curl,0.5590845942497253,0.24815364181995392,0.48819828033447266,0.2537706196308136,0.5765151381492615,0.33511078357696533,0.4800035059452057,0.34301894903182983,0.5781944990158081,0.4117676913738251,0.46895694732666016,0.25769752264022827,0.5443757772445679,0.42358285188674927,0.5033984184265137,0.4247940480709076,0.5487724542617798,0.5590643286705017,0.5053178071975708,0.558146595954895,0.5551867485046387,0.690536618232727,0.509563148021698,0.6865977644920349
bicep curl,0.5667471289634705,0.2466493546962738,0.4947391152381897,0.24068982899188995,0.580898106098175,0.33667248487472534,0.48325276374816895,0.33012840151786804,0.582456111907959,0.4159751534461975,0.48019441962242126,0.23975412547588348,0.5479314923286438,0.41954857110977173,0.5067761540412903,0.41748085618019104,0.5511154532432556,0.5593469738960266,0.5080472826957703,0.5580720901489258,0.5545562505722046,0.6905645728111267,0.5089184045791626,0.6833924651145935
bicep curl,0.5669416785240173,0.24730561673641205,0.49560561776161194,0.25326454639434814,0.5818500518798828,0.3347373306751251,0.4859873652458191,0.33940941095352173,0.5841917395591736,0.4103024899959564,0.4647088050842285,0.2976093590259552,0.547981321811676,0.42539504170417786,0.5073397755622864,0.4231400489807129,0.5509662628173828,0.5630140900611877,0.5080370903015137,0.5598642826080322,0.5545386075973511,0.6945358514785767,0.5086453557014465,0.6837520003318787
bicep curl,0.5647369623184204,0.2477891445159912,0.49070534110069275,0.2580341696739197,0.5814913511276245,0.33210650086402893,0.48236656188964844,0.34521377086639404,0.5857588052749634,0.4092954993247986,0.4703706204891205,0.3672097623348236,0.5475762486457825,0.4287157356739044,0.5071953535079956,0.4303888976573944,0.550250768661499,0.5668553113937378,0.5072119235992432,0.5626853704452515,0.5548341870307922,0.6932451128959656,0.5090841054916382,0.6845427751541138
bicep curl,0.5639463663101196,0.24662534892559052,0.4909645915031433,0.2556242346763611,0.5808563828468323,0.330915629863739,0.48242297768592834,0.3379970192909241,0.584990382194519,0.40941688418388367,0.468838632106781,0.39892247319221497,0.5477402806282043,0.4315868318080902,0.5073510408401489,0.43261727690696716,0.5511459112167358,0.5709506273269653,0.506984531879425,0.5677471160888672,0.5555487871170044,0.6937618851661682,0.5095943808555603,0.6875882744789124
bicep curl,0.5639808773994446,0.24577999114990234,0.4919888973236084,0.25478166341781616,0.5805451273918152,0.3307095170021057,0.4834144711494446,0.3406639099121094,0.5843077898025513,0.4101792275905609,0.46951013803482056,0.4079781472682953,0.5489683151245117,0.4321530759334564,0.5080613493919373,0.4330378770828247,0.5516669750213623,0.5705937147140503,0.5071485042572021,0.5671415328979492,0.555798351764679,0.6917280554771423,0.5097067356109619,0.6879834532737732
bicep curl,0.5644058585166931,0.24698081612586975,0.49249929189682007,0.25662651658058167,0.5804238319396973,0.3335593342781067,0.4848160147666931,0.3414495587348938,0.5834598541259766,0.41363975405693054,0.47278016805648804,0.3740667998790741,0.5486069321632385,0.43056073784828186,0.5081092119216919,0.43180784583091736,0.5515297651290894,0.5686896443367004,0.5070479512214661,0.565303385257721,0.5556710958480835,0.6897507309913635,0.5099193453788757,0.6860638856887817
bicep curl,0.5648780465126038,0.2485385239124298,0.49436965584754944,0.25680243968963623,0.5807256698608398,0.3360159695148468,0.4785226881504059,0.32718148827552795,0.5825712084770203,0.41526973247528076,0.4616469442844391,0.30835139751434326,0.547387421131134,0.42861899733543396,0.5074468851089478,0.42706137895584106,0.5513957738876343,0.5678643584251404,0.5067650079727173,0.5603498220443726,0.5556987524032593,0.6907755136489868,0.5100775957107544,0.6862444281578064
bicep curl,0.5651442408561707,0.2488207221031189,0.4941764771938324,0.25102683901786804,0.5811935663223267,0.3371390104293823,0.4850922226905823,0.33860471844673157,0.582790732383728,0.4167076051235199,0.4675890803337097,0.2520281970500946,0.5478094816207886,0.42510414123535156,0.5076225399971008,0.423766553401947,0.5513811707496643,0.5662456750869751,0.5073069334030151,0.5590346455574036,0.5557910203933716,0.6897239089012146,0.5099309682846069,0.6866859197616577
bicep curl,0.5651599764823914,0.2482256144285202,0.4933258891105652,0.24321861565113068,0.581223726272583,0.3363821804523468,0.4842134416103363,0.3308013379573822,0.5833545923233032,0.4148388206958771,0.4756324887275696,0.24325570464134216,0.5478940606117249,0.4190137982368469,0.5072110891342163,0.4181523621082306,0.5509375929832458,0.5632331371307373,0.507228672504425,0.5576081275939941,0.5556671619415283,0.6909592747688293,0.5096763372421265,0.6878327131271362
bicep curl,0.5658061504364014,0.24938027560710907,0.49471330642700195,0.2581174075603485,0.5814094543457031,0.336755633354187,0.4868118166923523,0.34040263295173645,0.5834532380104065,0.4153473675251007,0.4644356667995453,0.28104686737060547,0.5477957725524902,0.4234381914138794,0.5073117017745972,0.4207105338573456,0.5506920218467712,0.5647240281105042,0.5071708559989929,0.5587241053581238,0.5556191205978394,0.6911863684654236,0.50974440574646,0.6878443956375122
bicep curl,0.5655957460403442,0.25033071637153625,0.4923008978366852,0.25969135761260986,0.5807995796203613,0.33676761388778687,0.48377880454063416,0.34588178992271423,0.5830464363098145,0.4147961437702179,0.4836602807044983,0.36181777715682983,0.5475311279296875,0.4283978044986725,0.5064660906791687,0.42725545167922974,0.5505940914154053,0.5687412023544312,0.506482720375061,0.5614293813705444,0.555481493473053,0.6898476481437683,0.5095615983009338,0.687774121761322
bicep curl,0.5632827877998352,0.2500664293766022,0.49196872115135193,0.2600882649421692,0.5798915028572083,0.33531707525253296,0.4845396876335144,0.34434986114501953,0.5825892686843872,0.41416338086128235,0.4702371060848236,0.39432042837142944,0.5475438833236694,0.42962002754211426,0.5076231360435486,0.4313124716281891,0.5520998239517212,0.5698575377464294,0.5067092776298523,0.563108503818512,0.5556802749633789,0.6944338083267212,0.5111130475997925,0.6877578496932983
bicep curl,0.5573285818099976,0.24708442389965057,0.49115967750549316,0.26134589314460754,0.5744597315788269,0.3326878547668457,0.4848136007785797,0.34599006175994873,0.5719712972640991,0.4102076292037964,0.45760589838027954,0.3615139126777649,0.5363744497299194,0.4259110689163208,0.5013198852539062,0.4250401258468628,0.5374333262443542,0.5583340525627136,0.5022312998771667,0.5584063529968262,0.5545490384101868,0.6838240623474121,0.5087624192237854,0.6869555711746216
bicep curl,0.5784945487976074,0.23495477437973022,0.5186559557914734,0.25228312611579895,0.5944657325744629,0.3272484838962555,0.506661057472229,0.3340584337711334,0.5868759155273438,0.41433215141296387,0.4755368232727051,0.2833586633205414,0.5535921454429626,0.4096570312976837,0.5222874283790588,0.40860527753829956,0.5477251410484314,0.5542182922363281,0.5105339288711548,0.5536044836044312,0.5474720597267151,0.6992978453636169,0.5118137001991272,0.6839479207992554
